task_id,region,anomaly,arrival_time_s,decision_time_s,latency_ms,joules_cost,decision_sat_id,success,semantic_compliant,engine,decision_source
1,EUROPE,,15.0,20.0,50.0,0.1,2,1,1,SLM,model
2,EUROPE,,60.0,65.0,50.0,0.1,2,1,1,SLM,model
3,USA,,65.0,70.0,50.0,0.1,15,1,1,SLM,model
4,EUROPE,,85.0,90.0,50.0,0.1,2,1,1,SLM,model
5,BRAZIL,,95.0,100.0,50.0,0.1,1,1,1,SLM,model
6,BRAZIL,,110.0,115.0,50.0,0.1,1,1,1,SLM,model
7,EUROPE,,115.0,120.0,50.0,0.1,2,1,1,SLM,model
8,EUROPE,,120.0,125.0,50.0,0.1,2,1,1,SLM,model
9,BRAZIL,restricao_residencia_dados_ue,135.0,140.0,50.0,0.1,1,1,0,SLM,model
10,BRAZIL,,140.0,145.0,50.0,0.1,1,1,1,SLM,model
11,BRAZIL,,175.0,180.0,50.0,0.1,1,1,1,SLM,model
12,EUROPE,,190.0,195.0,50.0,0.1,2,1,1,SLM,model
13,EUROPE,,235.0,240.0,50.0,0.1,2,1,1,SLM,model
14,BRAZIL,,270.0,275.0,50.0,0.1,1,1,1,SLM,model
15,BRAZIL,restricao_itar_eua,275.0,280.0,50.0,0.1,1,1,0,SLM,model
16,USA,,305.0,310.0,50.0,0.1,15,1,1,SLM,model
17,BRAZIL,,325.0,330.0,50.0,0.1,1,1,1,SLM,model
18,EUROPE,,335.0,340.0,50.0,0.1,2,1,1,SLM,model
19,BRAZIL,,345.0,350.0,50.0,0.1,1,1,1,SLM,model
20,EUROPE,,390.0,395.0,50.0,0.1,2,1,1,SLM,model
21,USA,,400.0,405.0,50.0,0.1,15,1,1,SLM,model
22,EUROPE,,410.0,415.0,50.0,0.1,2,1,1,SLM,model
23,USA,,430.0,435.0,50.0,0.1,15,1,1,SLM,model
24,BRAZIL,,435.0,440.0,50.0,0.1,1,1,1,SLM,model
25,USA,,445.0,450.0,50.0,0.1,15,1,1,SLM,model
26,USA,,450.0,455.0,50.0,0.1,15,1,1,SLM,model
27,USA,,475.0,480.0,50.0,0.1,15,1,1,SLM,model
28,EUROPE,,485.0,490.0,50.0,0.1,2,1,1,SLM,model
29,USA,,500.0,505.0,50.0,0.1,15,1,1,SLM,model
30,EUROPE,falha_calibracao_sensor_termico,505.0,510.0,50.0,0.1,,0,1,SLM,model
31,BRAZIL,restricao_hipaa_eua,515.0,520.0,50.0,0.1,,0,0,SLM,parse_failure
32,BRAZIL,,535.0,540.0,50.0,0.1,1,1,1,SLM,model
33,BRAZIL,,555.0,560.0,50.0,0.1,1,1,1,SLM,model
34,BRAZIL,,595.0,600.0,50.0,0.1,1,1,1,SLM,model
35,BRAZIL,,605.0,610.0,50.0,0.1,1,1,1,SLM,model
36,EUROPE,,610.0,615.0,50.0,0.1,2,1,1,SLM,model
37,USA,,635.0,640.0,50.0,0.1,15,1,1,SLM,model
38,USA,,695.0,700.0,50.0,0.1,15,1,1,SLM,model
39,USA,,730.0,735.0,50.0,0.1,15,1,1,SLM,model
40,BRAZIL,,740.0,745.0,50.0,0.1,1,1,1,SLM,model
41,EUROPE,,745.0,750.0,50.0,0.1,2,1,1,SLM,model
42,USA,,750.0,755.0,50.0,0.1,15,1,1,SLM,model
43,BRAZIL,,770.0,775.0,50.0,0.1,1,1,1,SLM,model
44,EUROPE,,780.0,785.0,50.0,0.1,2,1,1,SLM,model
45,USA,,810.0,815.0,50.0,0.1,15,1,1,SLM,model
46,EUROPE,,855.0,860.0,50.0,0.1,2,1,1,SLM,model
47,USA,,870.0,875.0,50.0,0.1,15,1,1,SLM,model
48,BRAZIL,,885.0,890.0,50.0,0.1,1,1,1,SLM,model
49,USA,restricao_itar_eua,895.0,900.0,50.0,0.1,15,1,1,SLM,model
50,EUROPE,,905.0,910.0,50.0,0.1,2,1,1,SLM,model
51,EUROPE,,915.0,920.0,50.0,0.1,2,1,1,SLM,model
52,EUROPE,,925.0,930.0,50.0,0.1,2,1,1,SLM,model
53,BRAZIL,,940.0,945.0,50.0,0.1,1,1,1,SLM,model
54,EUROPE,,945.0,950.0,50.0,0.1,2,1,1,SLM,model
55,USA,,975.0,980.0,50.0,0.1,15,1,1,SLM,model
56,USA,,985.0,990.0,50.0,0.1,15,1,1,SLM,model
57,USA,,1015.0,1020.0,50.0,0.1,15,1,1,SLM,model
58,EUROPE,,1050.0,1055.0,50.0,0.1,2,1,1,SLM,model
59,USA,,1100.0,1105.0,50.0,0.1,15,1,1,SLM,model
60,EUROPE,,1105.0,1110.0,50.0,0.1,2,1,1,SLM,model
61,EUROPE,,1115.0,1120.0,50.0,0.1,2,1,1,SLM,model
62,BRAZIL,,1135.0,1140.0,50.0,0.1,1,1,1,SLM,model
63,EUROPE,,1150.0,1155.0,50.0,0.1,2,1,1,SLM,model
64,EUROPE,,1165.0,1170.0,50.0,0.1,2,1,1,SLM,model
65,BRAZIL,,1185.0,1190.0,50.0,0.1,1,1,1,SLM,model
