task_id,region,anomaly,arrival_time_s,decision_time_s,latency_ms,joules_cost,decision_sat_id,success,semantic_compliant,engine,decision_source
1,EUROPE,,25.0,30.0,50.0,0.1,2,1,1,SLM,model
2,BRAZIL,,30.0,35.0,50.0,0.1,1,1,1,SLM,model
3,EUROPE,,40.0,45.0,50.0,0.1,2,1,1,SLM,model
4,BRAZIL,,65.0,70.0,50.0,0.1,1,1,1,SLM,model
5,USA,,85.0,90.0,50.0,0.1,15,1,1,SLM,model
6,BRAZIL,,105.0,110.0,50.0,0.1,1,1,1,SLM,model
7,BRAZIL,,130.0,135.0,50.0,0.1,1,1,1,SLM,model
8,EUROPE,,150.0,155.0,50.0,0.1,2,1,1,SLM,model
9,EUROPE,,155.0,160.0,50.0,0.1,2,1,1,SLM,model
10,BRAZIL,,165.0,170.0,50.0,0.1,1,1,1,SLM,model
11,BRAZIL,,185.0,190.0,50.0,0.1,1,1,1,SLM,model
12,BRAZIL,,200.0,205.0,50.0,0.1,1,1,1,SLM,model
13,EUROPE,,210.0,215.0,50.0,0.1,2,1,1,SLM,model
14,USA,,225.0,230.0,50.0,0.1,15,1,1,SLM,model
15,EUROPE,restricao_itar_eua,250.0,255.0,50.0,0.1,,0,0,SLM,parse_failure
16,USA,,255.0,260.0,50.0,0.1,15,1,1,SLM,model
17,USA,,260.0,265.0,50.0,0.1,15,1,1,SLM,model
18,USA,,265.0,270.0,50.0,0.1,15,1,1,SLM,model
19,USA,,285.0,290.0,50.0,0.1,15,1,1,SLM,model
20,EUROPE,,300.0,305.0,50.0,0.1,2,1,1,SLM,model
21,BRAZIL,,315.0,320.0,50.0,0.1,1,1,1,SLM,model
22,USA,,335.0,340.0,50.0,0.1,15,1,1,SLM,model
23,USA,,350.0,355.0,50.0,0.1,15,1,1,SLM,model
24,EUROPE,,360.0,365.0,50.0,0.1,2,1,1,SLM,model
25,USA,,365.0,370.0,50.0,0.1,15,1,1,SLM,model
26,USA,,370.0,375.0,50.0,0.1,15,1,1,SLM,model
27,USA,,375.0,380.0,50.0,0.1,15,1,1,SLM,model
28,EUROPE,,385.0,390.0,50.0,0.1,2,1,1,SLM,model
29,USA,,390.0,395.0,50.0,0.1,15,1,1,SLM,model
30,EUROPE,,420.0,425.0,50.0,0.1,2,1,1,SLM,model
31,USA,,440.0,445.0,50.0,0.1,15,1,1,SLM,model
32,BRAZIL,,495.0,500.0,50.0,0.1,1,1,1,SLM,model
33,EUROPE,,500.0,505.0,50.0,0.1,2,1,1,SLM,model
34,BRAZIL,,515.0,520.0,50.0,0.1,1,1,1,SLM,model
35,EUROPE,,575.0,580.0,50.0,0.1,2,1,1,SLM,model
36,USA,,585.0,590.0,50.0,0.1,15,1,1,SLM,model
37,EUROPE,,600.0,605.0,50.0,0.1,2,1,1,SLM,model
38,USA,,620.0,625.0,50.0,0.1,15,1,1,SLM,model
39,EUROPE,,625.0,630.0,50.0,0.1,2,1,1,SLM,model
40,BRAZIL,,645.0,650.0,50.0,0.1,1,1,1,SLM,model
41,EUROPE,,705.0,710.0,50.0,0.1,2,1,1,SLM,model
42,USA,,735.0,740.0,50.0,0.1,15,1,1,SLM,model
43,BRAZIL,,790.0,795.0,50.0,0.1,1,1,1,SLM,model
44,EUROPE,,805.0,810.0,50.0,0.1,2,1,1,SLM,model
45,USA,,870.0,875.0,50.0,0.1,15,1,1,SLM,model
46,BRAZIL,,910.0,915.0,50.0,0.1,1,1,1,SLM,model
47,EUROPE,,915.0,920.0,50.0,0.1,2,1,1,SLM,model
48,BRAZIL,,930.0,935.0,50.0,0.1,1,1,1,SLM,model
49,EUROPE,,940.0,945.0,50.0,0.1,2,1,1,SLM,model
50,BRAZIL,falha_calibracao_sensor_termico,945.0,950.0,50.0,0.1,,0,1,SLM,model
51,BRAZIL,,950.0,955.0,50.0,0.1,1,1,1,SLM,model
52,EUROPE,,960.0,965.0,50.0,0.1,2,1,1,SLM,model
53,BRAZIL,,980.0,985.0,50.0,0.1,1,1,1,SLM,model
54,USA,,985.0,990.0,50.0,0.1,15,1,1,SLM,model
55,EUROPE,,1025.0,1030.0,50.0,0.1,2,1,1,SLM,model
56,EUROPE,,1045.0,1050.0,50.0,0.1,2,1,1,SLM,model
57,EUROPE,,1090.0,1095.0,50.0,0.1,2,1,1,SLM,model
58,USA,,1115.0,1120.0,50.0,0.1,15,1,1,SLM,model
59,BRAZIL,,1135.0,1140.0,50.0,0.1,1,1,1,SLM,model
