task_id,region,anomaly,arrival_time_s,decision_time_s,latency_ms,joules_cost,decision_sat_id,success,semantic_compliant,engine,decision_source
1,BRAZIL,,5.0,10.0,50.0,0.1,1,1,1,SLM,model
2,BRAZIL,,10.0,15.0,50.0,0.1,1,1,1,SLM,model
3,EUROPE,,50.0,55.0,50.0,0.1,2,1,1,SLM,model
4,USA,,55.0,60.0,50.0,0.1,15,1,1,SLM,model
5,BRAZIL,,60.0,65.0,50.0,0.1,1,1,1,SLM,model
6,EUROPE,,100.0,105.0,50.0,0.1,2,1,1,SLM,model
7,BRAZIL,,125.0,130.0,50.0,0.1,1,1,1,SLM,model
8,EUROPE,,140.0,145.0,50.0,0.1,2,1,1,SLM,model
9,BRAZIL,,175.0,180.0,50.0,0.1,1,1,1,SLM,model
10,USA,,195.0,200.0,50.0,0.1,15,1,1,SLM,model
11,BRAZIL,,205.0,210.0,50.0,0.1,1,1,1,SLM,model
12,USA,,240.0,245.0,50.0,0.1,15,1,1,SLM,model
13,USA,,280.0,285.0,50.0,0.1,15,1,1,SLM,model
14,USA,,310.0,315.0,50.0,0.1,15,1,1,SLM,model
15,USA,,325.0,330.0,50.0,0.1,15,1,1,SLM,model
16,EUROPE,restricao_residencia_dados_ue,335.0,340.0,50.0,0.1,2,1,1,SLM,model
17,EUROPE,,345.0,350.0,50.0,0.1,2,1,1,SLM,model
18,EUROPE,,365.0,370.0,50.0,0.1,2,1,1,SLM,model
19,BRAZIL,,385.0,390.0,50.0,0.1,1,1,1,SLM,model
20,USA,,405.0,410.0,50.0,0.1,15,1,1,SLM,model
21,USA,,415.0,420.0,50.0,0.1,15,1,1,SLM,model
22,BRAZIL,,420.0,425.0,50.0,0.1,1,1,1,SLM,model
23,BRAZIL,,440.0,445.0,50.0,0.1,1,1,1,SLM,model
24,BRAZIL,,470.0,475.0,50.0,0.1,1,1,1,SLM,model
25,BRAZIL,,480.0,485.0,50.0,0.1,1,1,1,SLM,model
26,EUROPE,,485.0,490.0,50.0,0.1,2,1,1,SLM,model
27,BRAZIL,,505.0,510.0,50.0,0.1,1,1,1,SLM,model
28,BRAZIL,,515.0,520.0,50.0,0.1,1,1,1,SLM,model
29,EUROPE,,545.0,550.0,50.0,0.1,2,1,1,SLM,model
30,USA,,550.0,555.0,50.0,0.1,15,1,1,SLM,model
31,BRAZIL,,560.0,565.0,50.0,0.1,1,1,1,SLM,model
32,USA,,565.0,570.0,50.0,0.1,15,1,1,SLM,model
33,USA,,575.0,580.0,50.0,0.1,15,1,1,SLM,model
34,USA,,665.0,670.0,50.0,0.1,15,1,1,SLM,model
35,EUROPE,,670.0,675.0,50.0,0.1,2,1,1,SLM,model
36,EUROPE,,675.0,680.0,50.0,0.1,2,1,1,SLM,model
37,USA,,730.0,735.0,50.0,0.1,15,1,1,SLM,model
38,BRAZIL,restricao_lgpd_brasil,745.0,750.0,50.0,0.1,1,1,1,SLM,model
39,EUROPE,,755.0,760.0,50.0,0.1,2,1,1,SLM,model
40,BRAZIL,,760.0,765.0,50.0,0.1,1,1,1,SLM,model
41,BRAZIL,,775.0,780.0,50.0,0.1,1,1,1,SLM,model
42,USA,,795.0,800.0,50.0,0.1,15,1,1,SLM,model
43,BRAZIL,,800.0,805.0,50.0,0.1,1,1,1,SLM,model
44,EUROPE,,815.0,820.0,50.0,0.1,2,1,1,SLM,model
45,BRAZIL,,820.0,825.0,50.0,0.1,1,1,1,SLM,model
46,BRAZIL,,830.0,835.0,50.0,0.1,1,1,1,SLM,model
47,USA,,880.0,885.0,50.0,0.1,15,1,1,SLM,model
48,BRAZIL,,900.0,905.0,50.0,0.1,1,1,1,SLM,model
49,EUROPE,,910.0,915.0,50.0,0.1,2,1,1,SLM,model
50,BRAZIL,,955.0,960.0,50.0,0.1,1,1,1,SLM,model
51,EUROPE,,965.0,970.0,50.0,0.1,2,1,1,SLM,model
52,BRAZIL,,975.0,980.0,50.0,0.1,1,1,1,SLM,model
53,USA,,1000.0,1005.0,50.0,0.1,15,1,1,SLM,model
54,EUROPE,,1015.0,1020.0,50.0,0.1,2,1,1,SLM,model
55,BRAZIL,,1030.0,1035.0,50.0,0.1,1,1,1,SLM,model
56,EUROPE,,1045.0,1050.0,50.0,0.1,2,1,1,SLM,model
57,EUROPE,,1075.0,1080.0,50.0,0.1,2,1,1,SLM,model
58,USA,,1085.0,1090.0,50.0,0.1,15,1,1,SLM,model
59,EUROPE,,1095.0,1100.0,50.0,0.1,2,1,1,SLM,model
60,USA,,1100.0,1105.0,50.0,0.1,15,1,1,SLM,model
61,EUROPE,,1110.0,1115.0,50.0,0.1,2,1,1,SLM,model
62,BRAZIL,,1115.0,1120.0,50.0,0.1,1,1,1,SLM,model
63,USA,,1120.0,1125.0,50.0,0.1,15,1,1,SLM,model
64,EUROPE,,1135.0,1140.0,50.0,0.1,2,1,1,SLM,model
65,BRAZIL,,1145.0,1150.0,50.0,0.1,1,1,1,SLM,model
66,USA,,1150.0,1155.0,50.0,0.1,15,1,1,SLM,model
67,BRAZIL,restricao_lgpd_brasil,1175.0,1180.0,50.0,0.1,1,1,1,SLM,model
