task_id,region,anomaly,arrival_time_s,decision_time_s,latency_ms,joules_cost,decision_sat_id,success,semantic_compliant,engine,decision_source
1,USA,,5.0,10.0,50.0,0.1,15,1,1,SLM,model
2,USA,restricao_residencia_dados_ue,20.0,25.0,50.0,0.1,,0,0,SLM,parse_failure
3,USA,,60.0,65.0,50.0,0.1,15,1,1,SLM,model
4,EUROPE,,65.0,70.0,50.0,0.1,2,1,1,SLM,model
5,USA,,80.0,85.0,50.0,0.1,15,1,1,SLM,model
6,BRAZIL,,85.0,90.0,50.0,0.1,1,1,1,SLM,model
7,BRAZIL,,95.0,100.0,50.0,0.1,1,1,1,SLM,model
8,EUROPE,restricao_residencia_dados_ue,100.0,105.0,50.0,0.1,2,1,1,SLM,model
9,BRAZIL,,130.0,135.0,50.0,0.1,1,1,1,SLM,model
10,USA,,170.0,175.0,50.0,0.1,15,1,1,SLM,model
11,EUROPE,,180.0,185.0,50.0,0.1,2,1,1,SLM,model
12,BRAZIL,,230.0,235.0,50.0,0.1,1,1,1,SLM,model
13,USA,,235.0,240.0,50.0,0.1,15,1,1,SLM,model
14,EUROPE,,255.0,260.0,50.0,0.1,2,1,1,SLM,model
15,EUROPE,,265.0,270.0,50.0,0.1,2,1,1,SLM,model
16,USA,,280.0,285.0,50.0,0.1,15,1,1,SLM,model
17,EUROPE,restricao_itar_eua,290.0,295.0,50.0,0.1,,0,0,SLM,parse_failure
18,EUROPE,,365.0,370.0,50.0,0.1,2,1,1,SLM,model
19,EUROPE,,395.0,400.0,50.0,0.1,2,1,1,SLM,model
20,EUROPE,,410.0,415.0,50.0,0.1,2,1,1,SLM,model
21,USA,,440.0,445.0,50.0,0.1,15,1,1,SLM,model
22,EUROPE,,445.0,450.0,50.0,0.1,2,1,1,SLM,model
23,EUROPE,,450.0,455.0,50.0,0.1,2,1,1,SLM,model
24,BRAZIL,,455.0,460.0,50.0,0.1,1,1,1,SLM,model
25,BRAZIL,,490.0,495.0,50.0,0.1,1,1,1,SLM,model
26,EUROPE,,495.0,500.0,50.0,0.1,2,1,1,SLM,model
27,EUROPE,,530.0,535.0,50.0,0.1,2,1,1,SLM,model
28,BRAZIL,restricao_lgpd_brasil,630.0,635.0,50.0,0.1,1,1,1,SLM,model
29,EUROPE,,645.0,650.0,50.0,0.1,2,1,1,SLM,model
30,BRAZIL,,655.0,660.0,50.0,0.1,1,1,1,SLM,model
31,USA,,715.0,720.0,50.0,0.1,15,1,1,SLM,model
32,EUROPE,,720.0,725.0,50.0,0.1,2,1,1,SLM,model
33,USA,,755.0,760.0,50.0,0.1,15,1,1,SLM,model
34,BRAZIL,,775.0,780.0,50.0,0.1,1,1,1,SLM,model
35,BRAZIL,,805.0,810.0,50.0,0.1,1,1,1,SLM,model
36,EUROPE,,825.0,830.0,50.0,0.1,2,1,1,SLM,model
37,BRAZIL,,830.0,835.0,50.0,0.1,1,1,1,SLM,model
38,EUROPE,,855.0,860.0,50.0,0.1,2,1,1,SLM,model
39,USA,,865.0,870.0,50.0,0.1,15,1,1,SLM,model
40,USA,,885.0,890.0,50.0,0.1,15,1,1,SLM,model
41,USA,,925.0,930.0,50.0,0.1,15,1,1,SLM,model
42,USA,,940.0,945.0,50.0,0.1,15,1,1,SLM,model
43,USA,,945.0,950.0,50.0,0.1,15,1,1,SLM,model
44,USA,,955.0,960.0,50.0,0.1,15,1,1,SLM,model
45,EUROPE,,960.0,965.0,50.0,0.1,2,1,1,SLM,model
46,EUROPE,,965.0,970.0,50.0,0.1,2,1,1,SLM,model
47,EUROPE,,995.0,1000.0,50.0,0.1,2,1,1,SLM,model
48,USA,,1000.0,1005.0,50.0,0.1,15,1,1,SLM,model
49,BRAZIL,,1005.0,1010.0,50.0,0.1,1,1,1,SLM,model
50,BRAZIL,,1025.0,1030.0,50.0,0.1,1,1,1,SLM,model
51,EUROPE,,1070.0,1075.0,50.0,0.1,2,1,1,SLM,model
52,EUROPE,falha_calibracao_sensor_termico,1095.0,1100.0,50.0,0.1,,0,1,SLM,model
53,EUROPE,,1115.0,1120.0,50.0,0.1,2,1,1,SLM,model
54,BRAZIL,,1120.0,1125.0,50.0,0.1,1,1,1,SLM,model
55,EUROPE,,1125.0,1130.0,50.0,0.1,2,1,1,SLM,model
56,BRAZIL,,1130.0,1135.0,50.0,0.1,1,1,1,SLM,model
57,EUROPE,,1150.0,1155.0,50.0,0.1,2,1,1,SLM,model
58,BRAZIL,,1155.0,1160.0,50.0,0.1,1,1,1,SLM,model
59,USA,,1160.0,1165.0,50.0,0.1,15,1,1,SLM,model
60,USA,,1170.0,1175.0,50.0,0.1,15,1,1,SLM,model
61,BRAZIL,,1175.0,1180.0,50.0,0.1,1,1,1,SLM,model
